Table S9. Genome-wide gene and transposable-element differential expression in Col-0 after 24-h 37°C heat stress. Transposable-element-level results.																			
																			
TE ID	TE alias	TE name	Canonical ONSEN copy	Chromosome	Start	End	Strand	Length (bp)	Mean NS signal	Mean HS signal	Mean signal (all samples)	Descriptive log2FC (HS / NS)	Model log2 fold change (HS / NS)	log2FC SE	Test statistic	P value	BH-adjusted P value	Statistically tested after expression filtering	DE call
AT4TE46400	RathE1_cons	AT4TE46400		4	10192586	10192711	+	126	0.333333333333333	3	1.66666666666667	2.0703893278914						False	NS
AT4TE46700	ATHATN9	AT4TE46700		4	10247885	10248132	+	248	0	0	0	0						False	NS
AT4TE46705	ATREP10D	AT4TE46705		4	10249511	10250659	+	1149	1.33333333333333	0.666666666666667	1	-0.652076696579693						False	NS
AT4TE46715	ATREP1	AT4TE46715		4	10252871	10253254	+	384	0	0	0	0						False	NS
AT4TE46770	ATREP9	AT4TE46770		4	10264467	10264992	+	526	0	0	0	0						False	NS
AT4TE46790	ATREP5	AT4TE46790		4	10269486	10269602	-	117	0	0	0	0						False	NS
AT4TE46795	HELITRONY3	AT4TE46795		4	10269603	10269632	-	30	0	0	0	0						False	NS
AT4TE46800	HELITRONY3	AT4TE46800		4	10269633	10271678	-	2046	0	0	0	0						False	NS
AT4TE46805	RathE2_cons	AT4TE46805		4	10272476	10272587	+	112	0	0	0	0						False	NS
AT4TE46815	VANDAL17	AT4TE46815		4	10276291	10276562	-	272	472.333333333333	137.5	304.916666666667	-1.77666347777503	-1.52585513262619	0.445402210391225	-3.42579155879342	0.0115244393447179	0.0207479409282367	True	Down
AT4TE46820	ATCOPIA26	AT4TE46820		4	10276772	10276919	-	148	376.5	161.833333333333	269.166666666667	-1.21560525190748	-0.992839891954807	0.381974526046674	-2.5992306404053	0.0363234607147241	0.0562799343374891	True	NS
AT4TE46870	ATREP15	AT4TE46870		4	10285374	10285401	-	28	0	0	0	0						False	NS
AT4TE46875	ATREP15	AT4TE46875		4	10285402	10286986	-	1585	0	0	0	0						False	NS
AT4TE46880	ATREP15	AT4TE46880		4	10286987	10287176	+	190	0	0	0	0						False	NS
AT4TE46885	HELITRONY1D	AT4TE46885		4	10287177	10287287	+	111	0	0	0	0						False	NS
AT4TE46920	RathE2_cons	AT4TE46920		4	10294200	10294372	+	173	0	0	0	0						False	NS
AT4TE46950	ATREP3	AT4TE46950		4	10299288	10299776	-	489	66.3333333333333	31.6666666666667	49	-1.05500138918684	-0.870206804108332	0.290951211318396	-2.99090283956935	0.0208623104986028	0.0346207703785418	True	NS
AT4TE47000	ATHILA6A	AT4TE47000		4	10308926	10309531	-	606	295.333333333333	75.3333333333333	185.333333333333	-1.96388057419335	-1.67079411197954	0.504718425812382	-3.31034895207218	0.0134565776669561	0.0236192729141811	True	Down
AT4TE47040	ATREP15	AT4TE47040		4	10317134	10317503	+	370	0	0	0	0						False	NS
AT4TE47140	ATREP10D	AT4TE47140		4	10335439	10336256	+	818	0	0	0	0						False	NS
AT4TE47190	ATREP3	AT4TE47190		4	10345638	10346083	-	446	0	0	0	0						False	NS
AT4TE47220	ATREP11	AT4TE47220		4	10351270	10351432	-	163	0	0	0	0						False	NS
AT4TE47225	HELITRONY1B	AT4TE47225		4	10351433	10351867	-	435	0	0	0	0						False	NS
AT4TE47230	ATREP3	AT4TE47230		4	10351868	10351890	-	23	0	0	0	0						False	NS
AT4TE47235	ATREP10D	AT4TE47235		4	10351891	10351992	+	102	0	0	0	0						False	NS
AT4TE47270	ATSINE4	AT4TE47270		4	10359458	10359610	+	153	0	0	0	0						False	NS
AT4TE47330	RathE3_cons	AT4TE47330		4	10370460	10370594	-	135	7.66666666666667	2.33333333333333	5	-1.52724700286487						False	NS
AT4TE47460	ATMU2	AT4TE47460		4	10394592	10394779	-	188	0	0	0	0						False	NS
AT4TE47465	ATREP4	AT4TE47465		4	10395147	10395338	-	192	0	0	0	0						False	NS
AT4TE47470	ATREP3	AT4TE47470		4	10395339	10397655	-	2317	0	0	0	0						False	NS
AT4TE47475	ATREP4	AT4TE47475		4	10397656	10398098	+	443	0	0	0	0						False	NS
AT4TE47485	VANDAL13	AT4TE47485		4	10400614	10400867	+	254	0	0	0	0						False	NS
AT4TE47490	VANDAL13	AT4TE47490		4	10401596	10401746	+	151	0	0	0	0						False	NS
AT4TE47500	HELITRONY3	AT4TE47500		4	10404499	10404938	-	440	0	0	0	0						False	NS
AT4TE47610	SIMPLEHAT2	AT4TE47610		4	10424774	10424881	+	108	0	0	0	0						False	NS
AT4TE47615	ATREP5	AT4TE47615		4	10425207	10426000	+	794	0	0	0	0						False	NS
AT4TE47620	RathE1_cons	AT4TE47620		4	10427156	10427334	-	179	0	0.666666666666667	0.333333333333333	1.22239242133645						False	NS
AT4TE47880	HELITRONY1C	AT4TE47880		4	10475968	10476446	+	479	0	0	0	0						False	NS
AT4TE47970	ATHATN5	AT4TE47970		4	10492670	10493155	+	486	0	1.83333333333333	0.916666666666667	2.22239242133645						False	NS
AT4TE47975	ATREP10A	AT4TE47975		4	10493156	10493309	-	154	10.3333333333333	33.1666666666667	21.75	1.63584366972334	1.95784700116806	0.409302010145786	4.78337988242646	0.00216076513248251	0.00490255674227403	True	Up
AT4TE48050	ATREP10D	AT4TE48050		4	10508742	10514094	-	5353	0	0	0	0						False	NS
AT4TE48055	ATREP10D	AT4TE48055		4	10513151	10513572	+	422	0	0	0	0						False	NS
AT4TE48060	HELITRONY1B	AT4TE48060		4	10514095	10514837	-	743	0	0	0	0						False	NS
AT4TE48090	HELITRON4	AT4TE48090		4	10520306	10520779	+	474	0	0	0	0						False	NS
AT4TE48095	ATHPOGO	AT4TE48095		4	10520338	10520529	-	192	0	0	0	0						False	NS
AT4TE48120	HELITRONY1E	AT4TE48120		4	10525492	10526464	+	973	0	0	0	0						False	NS
AT4TE48125	ATHATN5	AT4TE48125		4	10526465	10526776	+	312	0	0	0	0						False	NS
AT4TE48135	HELITRONY3A	AT4TE48135		4	10529366	10529503	+	138	0	0	0	0						False	NS
AT4TE48140	ATCOPIA54	AT4TE48140		4	10530897	10531186	-	290	0	0	0	0						False	NS
AT4TE48170	VANDAL5	AT4TE48170		4	10536237	10537173	+	937	0	0	0	0						False	NS
AT4TE48175	ATDNA2T9A	AT4TE48175		4	10537174	10537526	-	353	0	0	0	0						False	NS
AT4TE48180	VANDAL21	AT4TE48180		4	10537877	10538181	+	305	0	0	0	0						False	NS
AT4TE48185	ATDNA2T9C	AT4TE48185		4	10538182	10538254	-	73	0	0	0	0						False	NS
AT4TE48190	ATDNA2T9A	AT4TE48190		4	10538255	10539611	-	1357	0	0	0	0						False	NS
AT4TE48195	VANDAL5	AT4TE48195		4	10539612	10540334	+	723	0	0	0	0						False	NS
AT4TE48200	VANDAL5	AT4TE48200		4	10540335	10540603	+	269	0	0	0	0						False	NS
AT4TE48205	VANDAL4	AT4TE48205		4	10540604	10541394	+	791	0	0	0	0						False	NS
AT4TE48210	VANDAL4	AT4TE48210		4	10541395	10541495	-	101	0	0	0	0						False	NS
AT4TE48215	VANDAL5	AT4TE48215		4	10541505	10544314	+	2810	0	0	0	0						False	NS
AT4TE48220	VANDAL5	AT4TE48220		4	10544328	10544607	+	280	0	0	0	0						False	NS
AT4TE48225	VANDAL4	AT4TE48225		4	10544613	10546506	-	1894	0	0	0	0						False	NS
AT4TE48230	VANDAL5	AT4TE48230		4	10546507	10553980	+	7474	0	0	0	0						False	NS
AT4TE48330	ATREP15	AT4TE48330		4	10573070	10573665	+	596	0	0	0	0						False	NS
AT4TE48430	ATHPOGON3	AT4TE48430		4	10591467	10591598	-	132	0	0	0	0						False	NS
AT4TE48435	ATREP10D	AT4TE48435		4	10591599	10593075	-	1477	0	0.333333333333333	0.166666666666667	0.736965594166206						False	NS
AT4TE48500	HELITRONY2	AT4TE48500		4	10605714	10606425	+	712	10.3333333333333	17	13.6666666666667	0.691877704637668	0.896787288344685	0.434272660142321	2.06503280232006	0.0788940286261667	0.112225019731602	True	NS
AT4TE48550	HELITRONY3	AT4TE48550		4	10615328	10615693	+	366	0	0	0	0						False	NS
AT4TE48590	HELITRONY1E	AT4TE48590		4	10623586	10623609	-	24	0	0	0	0						False	NS
AT4TE48595	ATREP4	AT4TE48595		4	10623610	10623869	+	260	0	0	0	0						False	NS
AT4TE48600	ATREP3	AT4TE48600		4	10623870	10625566	+	1697	0	0	0	0						False	NS
AT4TE48605	TNAT1A	AT4TE48605		4	10625567	10625615	-	49	0	0.333333333333333	0.166666666666667	0.736965594166206						False	NS
AT4TE48610	ATREP10B	AT4TE48610		4	10625616	10625655	-	40	0.333333333333333	1.33333333333333	0.833333333333333	1.13750352374994						False	NS
AT4TE48640	HELITRONY1D	AT4TE48640		4	10631136	10631246	+	111	0	0	0	0						False	NS
AT4TE48645	ARNOLDY2	AT4TE48645		4	10631247	10631797	-	551	0	0	0	0						False	NS
AT4TE48650	BRODYAGA1A	AT4TE48650		4	10631798	10632377	-	580	0	0	0	0						False	NS
AT4TE48655	HELITRONY1D	AT4TE48655		4	10632378	10632472	-	95	0	0	0	0						False	NS
AT4TE48660	SIMPLEGUY1	AT4TE48660		4	10632487	10633716	+	1230	7	47.6666666666667	27.3333333333333	2.683072586171	3.83256612943311	1.1914134138309	3.21682304810536	0.0152780778103603	0.0263540570439795	True	Up
AT4TE48730	ATSINE4	AT4TE48730		4	10647308	10647656	+	349	0	0	0	0						False	NS
AT4TE48735	VANDAL18NA	AT4TE48735		4	10648123	10649338	+	1216	0	0	0	0						False	NS
AT4TE48740	VANDAL18NB	AT4TE48740		4	10649339	10649401	+	63	0	0	0	0						False	NS
AT4TE48745	ATMUN1	AT4TE48745		4	10650452	10650484	-	33	0	0.166666666666667	0.0833333333333333	0.415037499278844						False	NS
AT4TE48750	ATMUN1	AT4TE48750		4	10650485	10651529	-	1045	0.666666666666667	0.166666666666667	0.416666666666667	-0.807354922057604						False	NS
AT4TE48755	ATMUN1	AT4TE48755		4	10651530	10651575	+	46	0	0	0	0						False	NS
AT4TE48760	ATREP15	AT4TE48760		4	10652418	10652460	-	43	222.833333333333	67	144.916666666667	-1.72623918757315	-1.50617110193619	0.243857223549264	-6.17644652889242	0.000507425854982999	0.00136679707861446	True	Down
AT4TE48765	ATREP3	AT4TE48765		4	10652461	10653693	-	1233	3.16666666666667	8.66666666666667	5.91666666666667	1.32192809488736						False	NS
AT4TE48890	VANDAL1	AT4TE48890		4	10678435	10678602	-	168	303.666666666667	699	501.333333333333	1.20146199923117	1.41259048578947	0.118012551905138	11.9698325558197	7.9981773880346e-06	3.94464100757293e-05	True	Up
AT4TE48910	TAG3N1	AT4TE48910		4	10683191	10683553	+	363	0	0	0	0						False	NS
AT4TE48960	HELITRONY3	AT4TE48960		4	10692037	10692656	+	620	0	0	0	0						False	NS
AT4TE49040	ATREP4	AT4TE49040		4	10706883	10707298	-	416	0	0	0	0						False	NS
AT4TE49050	ATCOPIA82	AT4TE49050		4	10709560	10709635	+	76	0	0	0	0						False	NS
AT4TE49080	ATREP10B	AT4TE49080		4	10714723	10715548	+	826	2.66666666666667	5.66666666666667	4.16666666666667	0.961525852185364						False	NS
AT4TE49110	HELITRONY3	AT4TE49110		4	10721091	10721834	+	744	0	0	0	0						False	NS
AT4TE49160	RathE1_cons	AT4TE49160		4	10730932	10731017	-	86	0	0.333333333333333	0.166666666666667	0.736965594166206						False	NS
AT4TE49190	HELITRONY1D	AT4TE49190		4	10736058	10736084	-	27	0	0	0	0						False	NS
AT4TE49195	ATREP10D	AT4TE49195		4	10736085	10738857	+	2773	0	0	0	0						False	NS
AT4TE49205	HELITRONY1B	AT4TE49205		4	10740860	10742458	-	1599	0	0	0	0						False	NS
AT4TE49210	ATREP10D	AT4TE49210		4	10742528	10743871	+	1344	0	0	0	0						False	NS
AT4TE49215	HELITRONY1A	AT4TE49215		4	10744243	10744284	-	42	0	0	0	0						False	NS
AT4TE49220	BRODYAGA2	AT4TE49220		4	10744285	10745139	+	855	0	0	0	0						False	NS
AT4TE49225	RathE3_cons	AT4TE49225		4	10745140	10745211	-	72	0	0	0	0						False	NS
AT4TE49235	ATHILA4D_LTR	AT4TE49235		4	10747908	10747963	-	56	0	0	0	0						False	NS
AT4TE49240	ATHILA4A	AT4TE49240		4	10747964	10749188	-	1225	0	0	0	0						False	NS
AT4TE49270	ATCOPIA1	AT4TE49270		4	10754828	10755989	-	1162	0	0	0	0						False	NS
AT4TE49275	ATCOPIA16	AT4TE49275		4	10755990	10756775	+	786	0	0	0	0						False	NS
AT4TE49280	ATCOPIA85	AT4TE49280		4	10756776	10756851	+	76	0	0	0	0						False	NS
AT4TE49290	SIMPLEGUY1	AT4TE49290		4	10759354	10759606	+	253	0	0	0	0						False	NS
AT4TE49350	ARNOLDY2	AT4TE49350		4	10770588	10770712	-	125	0	0	0	0						False	NS
AT4TE49355	ARNOLDY1	AT4TE49355		4	10770732	10771757	-	1026	0.333333333333333	0.333333333333333	0.333333333333333	0						False	NS
AT4TE49460	BRODYAGA2	AT4TE49460		4	10792628	10793932	-	1305	0.333333333333333	0	0.166666666666667	-0.736965594166206						False	NS
AT4TE49465	HELITRONY1E	AT4TE49465		4	10793934	10794154	-	221	0	0	0	0						False	NS
AT4TE49470	ATREP9	AT4TE49470		4	10794648	10795546	-	899	0	0	0	0						False	NS
AT4TE49490	DT1	AT4TE49490		4	10799316	10799595	+	280	0	0	0	0						False	NS
AT4TE49500	ATREP10B	AT4TE49500		4	10801972	10802296	-	325	0	0	0	0						False	NS
AT4TE49505	HELITRONY1B	AT4TE49505		4	10802297	10803333	+	1037	0	0	0	0						False	NS
AT4TE49510	BRODYAGA2	AT4TE49510		4	10803334	10803399	-	66	0	0	0	0						False	NS
AT4TE49515	ATREP10D	AT4TE49515		4	10803413	10803579	+	167	0	0	0	0						False	NS
AT4TE49520	HELITRON2	AT4TE49520		4	10805208	10805268	-	61	0	0	0	0						False	NS
AT4TE49525	ATREP15	AT4TE49525		4	10805269	10806181	-	913	0	0	0	0						False	NS
AT4TE49530	HELITRONY1E	AT4TE49530		4	10806182	10806211	+	30	0	0	0	0						False	NS
AT4TE49535	ATHAT1	AT4TE49535		4	10807551	10807716	-	166	0	0	0	0						False	NS
AT4TE49545	ATHPOGON3	AT4TE49545		4	10809576	10809643	-	68	0	0	0	0						False	NS
AT4TE49600	ATREP10D	AT4TE49600		4	10820610	10821423	-	814	3.33333333333333	0	1.66666666666667	-2.93859945533586						False	NS
AT4TE49605	HELITRON4	AT4TE49605		4	10822164	10822364	+	201	0	0	0	0						False	NS
AT4TE49620	ATREP10D	AT4TE49620		4	10826885	10826908	+	24	0	0	0	0						False	NS
AT4TE49625	HELITRONY3	AT4TE49625		4	10826909	10827849	-	941	0	0	0	0						False	NS
AT4TE49680	ATREP15	AT4TE49680		4	10839387	10840189	-	803	0	0	0	0						False	NS
AT4TE49790	HELITRONY1D	AT4TE49790		4	10860759	10861199	+	441	0	0	0	0						False	NS
AT4TE49840	ATREP10A	AT4TE49840		4	10870631	10870780	+	150	0	0.333333333333333	0.166666666666667	0.736965594166206						False	NS
AT4TE49845	ATREP10	AT4TE49845		4	10870781	10871688	+	908	0	0.666666666666667	0.333333333333333	1.22239242133645						False	NS
AT4TE49990	META1	AT4TE49990		4	10899528	10904738	+	5211	3	0.943333333333333	1.97166666666667	-1.27795039782676						False	NS
AT4TE50020	ATREP15	AT4TE50020		4	10911108	10911129	-	22	0	0	0	0						False	NS
AT4TE50025	ATREP4	AT4TE50025		4	10911130	10912736	-	1607	0	0	0	0						False	NS
AT4TE50030	ATREP10B	AT4TE50030		4	10912737	10913380	-	644	0	0	0	0						False	NS
AT4TE50035	HELITRONY1D	AT4TE50035		4	10914753	10915586	+	834	0.11	0	0.055	-0.286881147788162						False	NS
AT4TE50040	HELITRONY1D	AT4TE50040		4	10915173	10915252	+	80	0.11	0	0.055	-0.286881147788162						False	NS
AT4TE50045	HELITRONY1D	AT4TE50045		4	10915603	10915625	+	23	0.11	0	0.055	-0.286881147788162						False	NS
AT4TE50055	ATCOPIA50	AT4TE50055		4	10918644	10918836	+	193	0	0	0	0						False	NS
AT4TE50065	ATCOPIA49	AT4TE50065		4	10920962	10921345	-	384	0	0.333333333333333	0.166666666666667	0.736965594166206						False	NS
AT4TE50075	SIMPLEHAT2	AT4TE50075		4	10923315	10923335	-	21	0	0	0	0						False	NS
AT4TE50080	SIMPLEGUY1	AT4TE50080		4	10923336	10924199	-	864	3.16666666666667	0.333333333333333	1.75	-2.13750352374994						False	NS
AT4TE50085	SIMPLEHAT2	AT4TE50085		4	10924200	10924255	-	56	9.83333333333333	1.33333333333333	5.58333333333333	-2.49476469174958						False	NS
AT4TE50100	ATSINE4	AT4TE50100		4	10928129	10928494	+	366	0	0	0	0						False	NS
AT4TE50130	BRODYAGA1A	AT4TE50130		4	10933129	10933181	+	53	0.333333333333333	0	0.166666666666667	-0.736965594166206						False	NS
AT4TE50135	ATREP3	AT4TE50135		4	10933182	10933764	+	583	4.33333333333333	6.33333333333333	5.33333333333333	0.499571009490512						False	NS
AT4TE50250	ATCOPIA20	AT4TE50250		4	10955821	10955924	-	104	3.33333333333333	7.33333333333333	5.33333333333333	1.03102689562062						False	NS
AT4TE50260	AT9TSD1	AT4TE50260		4	10959391	10961551	+	2161	0.666666666666667	8.66666666666667	4.66666666666667	2.97400479146706						False	NS
AT4TE50430	ATCOPIA47	AT4TE50430		4	10992910	10992995	+	86	0	0	0	0						False	NS
AT4TE50435	ATCOPIA47	AT4TE50435		4	10992996	10998058	+	5063	0	1.66666666666667	0.833333333333333	2.11547721741994						False	NS
AT4TE50440	ATREP10D	AT4TE50440		4	10999494	10999795	-	302	0	0	0	0						False	NS
AT4TE50445	ATREP11	AT4TE50445		4	10999801	11000869	+	1069	0.833333333333333	1.5	1.16666666666667	0.584962500721156						False	NS
AT4TE50450	ATREP7	AT4TE50450		4	11000870	11001002	+	133	1.16666666666667	6.16666666666667	3.66666666666667	2						False	NS
AT4TE50590	HELITRONY1D	AT4TE50590		4	11026956	11027414	+	459	0.833333333333333	0	0.416666666666667	-1.41503749927884						False	NS
AT4TE50595	VANDAL18NA	AT4TE50595		4	11027415	11027514	-	100	0.5	0	0.25	-1						False	NS
AT4TE50620	VANDAL6	AT4TE50620		4	11032477	11032608	-	132	21.6666666666667	4	12.8333333333333	-2.30039493333772	-2.05579272376225	0.313686705244744	-6.55364951523298	0.000356854338050501	0.00102424995115314	True	Down
AT4TE50630	BRODYAGA1A	AT4TE50630		4	11035895	11035973	-	79	0	0	0	0						False	NS
AT4TE50635	BRODYAGA1A	AT4TE50635		4	11035974	11036334	-	361	0	0	0	0						False	NS
AT4TE50640	ATLANTYS3	AT4TE50640		4	11036485	11040233	+	3749	0.833333333333333	0.166666666666667	0.5	-1						False	NS
AT4TE50645	ATLANTYS2	AT4TE50645		4	11038964	11039173	+	210	0.833333333333333	0.166666666666667	0.5	-1						False	NS
AT4TE50650	ATLANTYS3	AT4TE50650		4	11040234	11041012	+	779	0	0	0	0						False	NS
AT4TE50655	ATLANTYS3	AT4TE50655		4	11041013	11043569	-	2557	0	1.58333333333333	0.791666666666667	2.05889368905357						False	NS
AT4TE50660	ATLANTYS3	AT4TE50660		4	11042317	11042606	-	290	0	0.333333333333333	0.166666666666667	0.736965594166206						False	NS
AT4TE50670	ATGP9LTR	AT4TE50670		4	11045326	11045365	-	40	0	0.11	0.055	0.286881147788162						False	NS
AT4TE50675	ATLINE1_1	AT4TE50675		4	11045871	11046232	+	362	0	0	0	0						False	NS
AT4TE50680	ATLANTYS3	AT4TE50680		4	11046233	11046689	+	457	0	0.333333333333333	0.166666666666667	0.736965594166206						False	NS
AT4TE50860	ATDNA2T9A	AT4TE50860		4	11080491	11082077	+	1587	0	0	0	0						False	NS
AT4TE50865	ATREP3	AT4TE50865		4	11082078	11082321	-	244	0	0	0	0						False	NS
AT4TE50870	HELITRONY2	AT4TE50870		4	11082322	11082363	-	42	0	0	0	0						False	NS
AT4TE50880	HELITRONY2	AT4TE50880		4	11085410	11085622	-	213	0	0	0	0						False	NS
AT4TE50890	HELITRONY2	AT4TE50890		4	11088669	11088881	-	213	0	0	0	0						False	NS
AT4TE50900	HELITRONY2	AT4TE50900		4	11091929	11092141	-	213	0	0	0	0						False	NS
AT4TE50920	ATCOPIA67	AT4TE50920		4	11096738	11096905	-	168	0	0	0	0						False	NS
AT4TE50925	VANDAL6	AT4TE50925		4	11097271	11097308	+	38	0.333333333333333	2.16666666666667	1.25	1.67807190511264						False	NS
AT4TE50930	ATLANTYS3	AT4TE50930		4	11097492	11097577	-	86	5.33333333333333	15.5	10.4166666666667	1.45567948377619	1.61298271298278	0.613554756984273	2.62891403680229	0.034809413574256	0.0542139198810318	True	NS
AT4TE50935	TAT1_ATH	AT4TE50935		4	11097720	11097957	-	238	24.3333333333333	46.5	35.4166666666667	0.920382831936632	1.10360908777989	0.329549721547388	3.34883938787122	0.0127761200238976	0.0226329073947799	True	Up
AT4TE50945	HELITRONY2	AT4TE50945		4	11100313	11100525	-	213	0	0	0	0						False	NS
AT4TE50955	ATLANTYS3	AT4TE50955		4	11103514	11103734	+	221	0	1.83333333333333	0.916666666666667	2.22239242133645						False	NS
AT4TE50960	ATLANTYS3	AT4TE50960		4	11103735	11105019	+	1285	0.333333333333333	1.33333333333333	0.833333333333333	1.13750352374994						False	NS
AT4TE50990	ATLANTYS3	AT4TE50990		4	11109693	11110245	+	553	0.666666666666667	1	0.833333333333333	0.362570079384708						False	NS
AT4TE50995	ATLINE1_1	AT4TE50995		4	11111694	11114359	-	2666	0	0.333333333333333	0.166666666666667	0.736965594166206						False	NS
AT4TE51000	ATGP9LTR	AT4TE51000		4	11114875	11114914	+	40	0.5	0.11	0.305	-0.713118852211838						False	NS
AT4TE51005	ATLANTYS3	AT4TE51005		4	11116678	11120807	+	4130	54.8333333333333	155.583333333333	105.208333333333	1.49609575289612	1.75251690570838	0.258558749631863	6.77802204800116	0.000291530866805192	0.000862685001630576	True	Up
AT4TE51015	BRODYAGA1A	AT4TE51015		4	11122710	11122741	+	32	0	0	0	0						False	NS
AT4TE51020	BRODYAGA1A	AT4TE51020		4	11122742	11123827	-	1086	0	0	0	0						False	NS
AT4TE51025	BRODYAGA1A	AT4TE51025		4	11123828	11123865	-	38	0	0	0	0						False	NS
AT4TE51090	ATREP9	AT4TE51090		4	11136694	11137332	-	639	0	0	0	0						False	NS
AT4TE51095	BRODYAGA2	AT4TE51095		4	11137333	11137389	+	57	0	0	0	0						False	NS
AT4TE51100	VANDAL22	AT4TE51100		4	11137482	11139361	+	1880	0	0.166666666666667	0.0833333333333333	0.415037499278844						False	NS
AT4TE51190	ATDNAI27T9A	AT4TE51190		4	11155499	11155576	+	78	232.333333333333	210.666666666667	221.5	-0.140915496268654	0.0768995331029743	0.128590917442125	0.598016832235331	0.569169721797077	0.622825825778989	True	NS
AT4TE51310	ATHPOGON1	AT4TE51310		4	11176895	11177204	-	310	0	0	0	0						False	NS
AT4TE51390	HELITRONY1E	AT4TE51390		4	11191187	11191271	-	85	0	0	0	0						False	NS
AT4TE51395	ATREP5	AT4TE51395		4	11191272	11191548	+	277	0	0	0	0						False	NS
AT4TE51400	HELITRON1	AT4TE51400		4	11191549	11191878	+	330	0	0	0	0						False	NS
AT4TE51405	ATREP3	AT4TE51405		4	11191879	11193570	-	1692	0.333333333333333	0.333333333333333	0.333333333333333	0						False	NS
AT4TE51410	ATREP10D	AT4TE51410		4	11193574	11193599	-	26	0.333333333333333	0.333333333333333	0.333333333333333	0						False	NS
AT4TE51480	VANDAL6	AT4TE51480		4	11206542	11206586	+	45	0	0.666666666666667	0.333333333333333	1.22239242133645						False	NS
AT4TE51500	VANDAL6	AT4TE51500		4	11210980	11211016	+	37	0.666666666666667	4	2.33333333333333	1.94753258010586						False	NS
AT4TE51505	ATLANTYS3	AT4TE51505		4	11211200	11211241	-	42	0.666666666666667	0.333333333333333	0.5	-0.485426827170242						False	NS
AT4TE51510	VANDAL6	AT4TE51510		4	11211242	11211652	+	411	1.33333333333333	1.5	1.41666666666667	0.125530882083859						False	NS
AT4TE51515	ATGP2	AT4TE51515		4	11211653	11211693	+	41	0.333333333333333	0.5	0.416666666666667	0.263034405833794						False	NS
AT4TE51570	ATREP6	AT4TE51570		4	11223654	11224087	+	434	0	0	0	0						False	NS
AT4TE51575	ATREP7	AT4TE51575		4	11224091	11225451	+	1361	0	0	0	0						False	NS
AT4TE51580	ATREP13	AT4TE51580		4	11225452	11225791	+	340	0	0	0	0						False	NS
AT4TE51585	ATREP15	AT4TE51585		4	11225792	11225855	+	64	0	0	0	0						False	NS
AT4TE51595	VANDAL17	AT4TE51595		4	11229050	11229366	-	317	12.6666666666667	0	6.33333333333333	-4.71881824745595	-4.41907036080287	0.332093242765229	-13.3067156802311	3.99209766564489e-06	2.10701790919527e-05	True	Down
AT4TE51605	ATREP10D	AT4TE51605		4	11232151	11232199	+	49	0	0	0	0						False	NS
AT4TE51610	HELITRONY1D	AT4TE51610		4	11232200	11233189	-	990	0	0	0	0						False	NS
AT4TE51615	ATREP3	AT4TE51615		4	11233190	11233296	+	107	0	0	0	0						False	NS
AT4TE51620	ATREP10D	AT4TE51620		4	11233608	11233803	-	196	0	0	0	0						False	NS
AT4TE51625	ATREP10D	AT4TE51625		4	11233804	11234719	+	916	0	0	0	0						False	NS
AT4TE51630	HELITRONY1E	AT4TE51630		4	11234720	11234807	-	88	0	0	0	0						False	NS
AT4TE51650	ATLINE1_6	AT4TE51650		4	11239319	11239450	+	132	0	0	0	0						False	NS
AT4TE51655	HELITRONY1E	AT4TE51655		4	11239542	11239901	-	360	0	0	0	0						False	NS
AT4TE51720	HELITRONY1B	AT4TE51720		4	11253511	11253533	+	23	0	0	0	0						False	NS
AT4TE51725	HELITRONY1D	AT4TE51725		4	11253534	11253745	-	212	0	0	0	0						False	NS
AT4TE51730	HELITRONY1D	AT4TE51730		4	11253746	11254569	+	824	0	0	0	0						False	NS
AT4TE51735	HELITRONY3	AT4TE51735		4	11254570	11254608	-	39	0	0	0	0						False	NS
AT4TE51910	ATCOPIA20	AT4TE51910		4	11288809	11288930	-	122	1	5.5	3.25	2						False	NS
AT4TE51915	VANDAL8	AT4TE51915		4	11288931	11288981	+	51	39.6666666666667	8.83333333333333	24.25	-2.10553441417236	-1.86716515734743	0.313437580110649	-5.95705580896935	0.000627317581671693	0.00165076665101587	True	Down
AT4TE51970	HELITRONY1D	AT4TE51970		4	11299228	11299254	-	27	0	0	0	0						False	NS
AT4TE51975	ATREP19	AT4TE51975		4	11299255	11300249	-	995	0	0	0	0						False	NS
AT4TE51985	ATREP15	AT4TE51985		4	11303214	11303940	+	727	0.333333333333333	4.33333333333333	2.33333333333333	2.53605290024021						False	NS
AT4TE52090	ATLINEIII	AT4TE52090		4	11323966	11324030	+	65	0	0	0	0						False	NS
AT4TE52280	ATREP3	AT4TE52280		4	11358595	11362912	-	4318	0	0	0	0						False	NS
AT4TE52285	HELITRONY3	AT4TE52285		4	11359921	11360456	-	536	0	0	0	0						False	NS
AT4TE52290	ATREP3	AT4TE52290		4	11360457	11360718	+	262	0	0	0	0						False	NS
AT4TE52300	ATREP3	AT4TE52300		4	11362913	11362962	+	50	0	0	0	0						False	NS
AT4TE52305	ATREP3	AT4TE52305		4	11362963	11363018	+	56	0	0	0	0						False	NS
AT4TE52310	ATREP4	AT4TE52310		4	11363025	11363210	+	186	0	0	0	0						False	NS
AT4TE52315	ATCOPIA10	AT4TE52315		4	11363560	11368654	-	5095	0	0	0	0						False	NS
AT4TE52320	ATLINE2	AT4TE52320		4	11368906	11369421	+	516	0	0	0	0						False	NS
