Table S7D. Region-level non-redundant HSF motif-coordinate placement metrics across PWM-score thresholds.					
					
Region ID	Region class	Region length (bp)	Relative PWM-score threshold	Non-redundant HSF motif-coordinate placements	Density (placements/kb)
BG_LTR_like_14461	Strict non-ONSEN TE background	410	0.9	1	2.4390243902439
BG_LTR_like_14462	Strict non-ONSEN TE background	270	0.9	0	0
BG_LTR_like_14463	Strict non-ONSEN TE background	619	0.9	1	1.61550888529887
BG_LTR_like_14464	Strict non-ONSEN TE background	580	0.9	2	3.44827586206897
BG_LTR_like_14465	Strict non-ONSEN TE background	316	0.9	1	3.16455696202532
BG_LTR_like_14466	Strict non-ONSEN TE background	1613	0.9	3	1.8598884066956
BG_LTR_like_14469	Strict non-ONSEN TE background	285	0.9	0	0
BG_LTR_like_14470	Strict non-ONSEN TE background	1111	0.9	2	1.8001800180018
BG_LTR_like_14471	Strict non-ONSEN TE background	231	0.9	0	0
BG_LTR_like_14472	Strict non-ONSEN TE background	932	0.9	2	2.14592274678112
BG_LTR_like_14473	Strict non-ONSEN TE background	330	0.9	1	3.03030303030303
BG_LTR_like_14476	Strict non-ONSEN TE background	397	0.9	1	2.51889168765743
BG_LTR_like_14545	Strict non-ONSEN TE background	1486	0.9	4	2.69179004037685
BG_LTR_like_14548	Strict non-ONSEN TE background	408	0.9	0	0
BG_LTR_like_14600	Strict non-ONSEN TE background	384	0.9	0	0
BG_LTR_like_14601	Strict non-ONSEN TE background	966	0.9	2	2.0703933747412
BG_LTR_like_14602	Strict non-ONSEN TE background	1904	0.9	0	0
BG_LTR_like_14605	Strict non-ONSEN TE background	456	0.9	0	0
BG_LTR_like_14606	Strict non-ONSEN TE background	221	0.9	1	4.52488687782805
BG_LTR_like_14607	Strict non-ONSEN TE background	1521	0.9	0	0
BG_LTR_like_14676	Strict non-ONSEN TE background	597	0.9	4	6.7001675041876
BG_LTR_like_14677	Strict non-ONSEN TE background	210	0.9	0	0
BG_LTR_like_14678	Strict non-ONSEN TE background	943	0.9	0	0
BG_LTR_like_14679	Strict non-ONSEN TE background	360	0.9	1	2.77777777777778
BG_LTR_like_14707	Strict non-ONSEN TE background	346	0.9	0	0
BG_LTR_like_14708	Strict non-ONSEN TE background	339	0.9	0	0
BG_LTR_like_14709	Strict non-ONSEN TE background	441	0.9	1	2.26757369614512
BG_LTR_like_14712	Strict non-ONSEN TE background	453	0.9	1	2.2075055187638
BG_LTR_like_14715	Strict non-ONSEN TE background	423	0.9	0	0
BG_LTR_like_14716	Strict non-ONSEN TE background	758	0.9	1	1.31926121372032
BG_LTR_like_14719	Strict non-ONSEN TE background	1624	0.9	3	1.84729064039409
BG_LTR_like_14720	Strict non-ONSEN TE background	412	0.9	0	0
BG_LTR_like_14721	Strict non-ONSEN TE background	682	0.9	0	0
BG_LTR_like_14727	Strict non-ONSEN TE background	241	0.9	0	0
BG_LTR_like_14734	Strict non-ONSEN TE background	563	0.9	1	1.77619893428064
BG_LTR_like_14773	Strict non-ONSEN TE background	211	0.9	0	0
BG_LTR_like_14795	Strict non-ONSEN TE background	347	0.9	0	0
BG_LTR_like_14813	Strict non-ONSEN TE background	515	0.9	0	0
BG_LTR_like_14814	Strict non-ONSEN TE background	995	0.9	2	2.01005025125628
BG_LTR_like_14815	Strict non-ONSEN TE background	372	0.9	0	0
BG_LTR_like_14816	Strict non-ONSEN TE background	346	0.9	0	0
BG_LTR_like_14819	Strict non-ONSEN TE background	417	0.9	3	7.19424460431655
BG_LTR_like_14820	Strict non-ONSEN TE background	507	0.9	4	7.88954635108481
BG_LTR_like_14821	Strict non-ONSEN TE background	490	0.9	1	2.04081632653061
BG_LTR_like_14822	Strict non-ONSEN TE background	302	0.9	0	0
BG_LTR_like_14835	Strict non-ONSEN TE background	258	0.9	0	0
BG_LTR_like_14836	Strict non-ONSEN TE background	674	0.9	0	0
BG_LTR_like_15025	Strict non-ONSEN TE background	303	0.9	4	13.2013201320132
BG_LTR_like_15030	Strict non-ONSEN TE background	216	0.9	1	4.62962962962963
BG_LTR_like_15033	Strict non-ONSEN TE background	372	0.9	0	0
BG_LTR_like_15034	Strict non-ONSEN TE background	523	0.9	0	0
BG_LTR_like_15041	Strict non-ONSEN TE background	227	0.9	0	0
BG_LTR_like_15054	Strict non-ONSEN TE background	208	0.9	1	4.80769230769231
BG_LTR_like_15094	Strict non-ONSEN TE background	204	0.9	4	19.6078431372549
BG_LTR_like_15095	Strict non-ONSEN TE background	477	0.9	0	0
BG_LTR_like_15096	Strict non-ONSEN TE background	444	0.9	0	0
BG_LTR_like_15097	Strict non-ONSEN TE background	744	0.9	2	2.68817204301075
BG_LTR_like_15155	Strict non-ONSEN TE background	485	0.9	0	0
BG_LTR_like_15156	Strict non-ONSEN TE background	203	0.9	3	14.7783251231527
BG_LTR_like_15159	Strict non-ONSEN TE background	1464	0.9	6	4.0983606557377
BG_LTR_like_15212	Strict non-ONSEN TE background	848	0.9	7	8.25471698113208
BG_LTR_like_15230	Strict non-ONSEN TE background	306	0.9	0	0
BG_LTR_like_15231	Strict non-ONSEN TE background	309	0.9	0	0
BG_LTR_like_15232	Strict non-ONSEN TE background	288	0.9	0	0
BG_LTR_like_15246	Strict non-ONSEN TE background	651	0.9	0	0
BG_LTR_like_15247	Strict non-ONSEN TE background	657	0.9	0	0
BG_LTR_like_15268	Strict non-ONSEN TE background	270	0.9	0	0
BG_LTR_like_15280	Strict non-ONSEN TE background	466	0.9	1	2.14592274678112
BG_LTR_like_15281	Strict non-ONSEN TE background	376	0.9	1	2.65957446808511
BG_LTR_like_15301	Strict non-ONSEN TE background	1171	0.9	6	5.12382578992314
BG_LTR_like_15302	Strict non-ONSEN TE background	277	0.9	1	3.6101083032491
BG_LTR_like_15364	Strict non-ONSEN TE background	441	0.9	0	0
BG_LTR_like_15367	Strict non-ONSEN TE background	617	0.9	0	0
BG_LTR_like_15368	Strict non-ONSEN TE background	356	0.9	1	2.80898876404494
BG_LTR_like_15418	Strict non-ONSEN TE background	732	0.9	6	8.19672131147541
BG_LTR_like_15573	Strict non-ONSEN TE background	997	0.9	4	4.01203610832497
BG_LTR_like_15790	Strict non-ONSEN TE background	339	0.9	0	0
BG_LTR_like_15819	Strict non-ONSEN TE background	1591	0.9	3	1.88560653676933
BG_LTR_like_15888	Strict non-ONSEN TE background	201	0.9	0	0
Col0_AT1G11265_ONSEN1_leftLTRcandidate	ONSEN terminal candidate windows	800	0.95	5	6.25
Col0_AT1G11265_ONSEN1_rightLTRcandidate	ONSEN terminal candidate windows	800	0.95	4	5
Col0_AT1G21945_ONSEN7_leftLTRcandidate	ONSEN terminal candidate windows	800	0.95	2	2.5
Col0_AT1G21945_ONSEN7_rightLTRcandidate	ONSEN terminal candidate windows	800	0.95	4	5
Col0_AT1G48710_ONSEN5_leftLTRcandidate	ONSEN terminal candidate windows	800	0.95	5	6.25
Col0_AT1G48710_ONSEN5_rightLTRcandidate	ONSEN terminal candidate windows	800	0.95	4	5
Col0_AT1G58140_ONSEN4_leftLTRcandidate	ONSEN terminal candidate windows	800	0.95	4	5
Col0_AT1G58140_ONSEN4_rightLTRcandidate	ONSEN terminal candidate windows	800	0.95	3	3.75
Col0_AT3G32415_ONSEN8_leftLTRcandidate	ONSEN terminal candidate windows	800	0.95	5	6.25
Col0_AT3G32415_ONSEN8_rightLTRcandidate	ONSEN terminal candidate windows	800	0.95	4	5
Col0_AT3G59720_ONSEN6_leftLTRcandidate	ONSEN terminal candidate windows	800	0.95	4	5
Col0_AT3G59720_ONSEN6_rightLTRcandidate	ONSEN terminal candidate windows	800	0.95	3	3.75
Col0_AT3G61330_ONSEN2_leftLTRcandidate	ONSEN terminal candidate windows	800	0.95	4	5
Col0_AT3G61330_ONSEN2_rightLTRcandidate	ONSEN terminal candidate windows	800	0.95	5	6.25
Col0_AT5G13205_ONSEN3_leftLTRcandidate	ONSEN terminal candidate windows	800	0.95	4	5
Col0_AT5G13205_ONSEN3_rightLTRcandidate	ONSEN terminal candidate windows	800	0.95	5	6.25
BG_LTR_like_00069	Strict non-ONSEN TE background	1076	0.95	0	0
BG_LTR_like_00321	Strict non-ONSEN TE background	249	0.95	0	0
BG_LTR_like_00382	Strict non-ONSEN TE background	566	0.95	0	0
BG_LTR_like_00544	Strict non-ONSEN TE background	1953	0.95	2	1.02406554019457
BG_LTR_like_00545	Strict non-ONSEN TE background	794	0.95	1	1.25944584382872
BG_LTR_like_00598	Strict non-ONSEN TE background	454	0.95	0	0
BG_LTR_like_00976	Strict non-ONSEN TE background	373	0.95	0	0
BG_LTR_like_00977	Strict non-ONSEN TE background	219	0.95	0	0
BG_LTR_like_00988	Strict non-ONSEN TE background	575	0.95	0	0
BG_LTR_like_01007	Strict non-ONSEN TE background	320	0.95	1	3.125
BG_LTR_like_01035	Strict non-ONSEN TE background	1435	0.95	0	0
BG_LTR_like_01083	Strict non-ONSEN TE background	204	0.95	0	0
BG_LTR_like_01139	Strict non-ONSEN TE background	236	0.95	0	0
BG_LTR_like_01218	Strict non-ONSEN TE background	220	0.95	0	0
BG_LTR_like_01304	Strict non-ONSEN TE background	362	0.95	0	0
BG_LTR_like_01309	Strict non-ONSEN TE background	510	0.95	0	0
BG_LTR_like_01341	Strict non-ONSEN TE background	355	0.95	1	2.8169014084507
BG_LTR_like_01399	Strict non-ONSEN TE background	225	0.95	1	4.44444444444444
BG_LTR_like_01400	Strict non-ONSEN TE background	309	0.95	1	3.23624595469256
BG_LTR_like_01528	Strict non-ONSEN TE background	673	0.95	0	0
BG_LTR_like_01529	Strict non-ONSEN TE background	967	0.95	2	2.06825232678387
BG_LTR_like_01530	Strict non-ONSEN TE background	400	0.95	0	0
BG_LTR_like_01531	Strict non-ONSEN TE background	236	0.95	0	0
BG_LTR_like_01532	Strict non-ONSEN TE background	203	0.95	0	0
BG_LTR_like_01685	Strict non-ONSEN TE background	296	0.95	0	0
BG_LTR_like_01751	Strict non-ONSEN TE background	651	0.95	0	0
BG_LTR_like_01759	Strict non-ONSEN TE background	285	0.95	0	0
BG_LTR_like_01760	Strict non-ONSEN TE background	226	0.95	0	0
BG_LTR_like_01834	Strict non-ONSEN TE background	1972	0.95	0	0
BG_LTR_like_01871	Strict non-ONSEN TE background	663	0.95	0	0
BG_LTR_like_01872	Strict non-ONSEN TE background	331	0.95	4	12.0845921450151
BG_LTR_like_01873	Strict non-ONSEN TE background	215	0.95	0	0
BG_LTR_like_01994	Strict non-ONSEN TE background	273	0.95	0	0
BG_LTR_like_02021	Strict non-ONSEN TE background	200	0.95	0	0
BG_LTR_like_02057	Strict non-ONSEN TE background	224	0.95	0	0
BG_LTR_like_02071	Strict non-ONSEN TE background	1613	0.95	0	0
BG_LTR_like_02081	Strict non-ONSEN TE background	221	0.95	0	0
BG_LTR_like_02102	Strict non-ONSEN TE background	475	0.95	1	2.10526315789474
BG_LTR_like_02114	Strict non-ONSEN TE background	280	0.95	0	0
BG_LTR_like_02135	Strict non-ONSEN TE background	260	0.95	0	0
BG_LTR_like_02136	Strict non-ONSEN TE background	373	0.95	0	0
BG_LTR_like_02139	Strict non-ONSEN TE background	265	0.95	1	3.77358490566038
BG_LTR_like_02143	Strict non-ONSEN TE background	1052	0.95	2	1.90114068441065
BG_LTR_like_02144	Strict non-ONSEN TE background	780	0.95	0	0
BG_LTR_like_02145	Strict non-ONSEN TE background	1759	0.95	0	0
BG_LTR_like_02152	Strict non-ONSEN TE background	586	0.95	2	3.41296928327645
BG_LTR_like_02159	Strict non-ONSEN TE background	639	0.95	0	0
BG_LTR_like_02160	Strict non-ONSEN TE background	280	0.95	0	0
BG_LTR_like_02161	Strict non-ONSEN TE background	1526	0.95	2	1.31061598951507
BG_LTR_like_02164	Strict non-ONSEN TE background	272	0.95	0	0
BG_LTR_like_02169	Strict non-ONSEN TE background	1548	0.95	0	0
BG_LTR_like_02172	Strict non-ONSEN TE background	891	0.95	0	0
BG_LTR_like_02176	Strict non-ONSEN TE background	1731	0.95	0	0
BG_LTR_like_02181	Strict non-ONSEN TE background	210	0.95	0	0
BG_LTR_like_02182	Strict non-ONSEN TE background	232	0.95	0	0
BG_LTR_like_02185	Strict non-ONSEN TE background	807	0.95	0	0
BG_LTR_like_02189	Strict non-ONSEN TE background	1256	0.95	0	0
BG_LTR_like_02190	Strict non-ONSEN TE background	203	0.95	0	0
BG_LTR_like_02191	Strict non-ONSEN TE background	272	0.95	0	0
BG_LTR_like_02192	Strict non-ONSEN TE background	1001	0.95	1	0.999000999000999
BG_LTR_like_02202	Strict non-ONSEN TE background	468	0.95	0	0
BG_LTR_like_02231	Strict non-ONSEN TE background	325	0.95	0	0
BG_LTR_like_02232	Strict non-ONSEN TE background	452	0.95	0	0
BG_LTR_like_02233	Strict non-ONSEN TE background	1536	0.95	0	0
BG_LTR_like_02234	Strict non-ONSEN TE background	423	0.95	0	0
BG_LTR_like_02235	Strict non-ONSEN TE background	311	0.95	0	0
BG_LTR_like_02236	Strict non-ONSEN TE background	205	0.95	0	0
BG_LTR_like_02237	Strict non-ONSEN TE background	509	0.95	0	0
BG_LTR_like_02238	Strict non-ONSEN TE background	416	0.95	0	0
BG_LTR_like_02243	Strict non-ONSEN TE background	1640	0.95	0	0
BG_LTR_like_02244	Strict non-ONSEN TE background	800	0.95	0	0
BG_LTR_like_02245	Strict non-ONSEN TE background	995	0.95	0	0
BG_LTR_like_02250	Strict non-ONSEN TE background	796	0.95	0	0
BG_LTR_like_02251	Strict non-ONSEN TE background	1656	0.95	2	1.20772946859903
BG_LTR_like_02252	Strict non-ONSEN TE background	585	0.95	0	0
BG_LTR_like_02253	Strict non-ONSEN TE background	1662	0.95	0	0
BG_LTR_like_02254	Strict non-ONSEN TE background	211	0.95	3	14.218009478673
BG_LTR_like_02255	Strict non-ONSEN TE background	234	0.95	0	0
BG_LTR_like_02256	Strict non-ONSEN TE background	1232	0.95	0	0
BG_LTR_like_02257	Strict non-ONSEN TE background	1199	0.95	0	0
BG_LTR_like_02260	Strict non-ONSEN TE background	325	0.95	0	0
BG_LTR_like_02261	Strict non-ONSEN TE background	1137	0.95	0	0
BG_LTR_like_02280	Strict non-ONSEN TE background	1617	0.95	0	0
BG_LTR_like_02281	Strict non-ONSEN TE background	1443	0.95	0	0
BG_LTR_like_02288	Strict non-ONSEN TE background	1204	0.95	1	0.830564784053156
BG_LTR_like_02289	Strict non-ONSEN TE background	1136	0.95	0	0
BG_LTR_like_02290	Strict non-ONSEN TE background	717	0.95	0	0
BG_LTR_like_02291	Strict non-ONSEN TE background	837	0.95	0	0
BG_LTR_like_02298	Strict non-ONSEN TE background	586	0.95	0	0
BG_LTR_like_02299	Strict non-ONSEN TE background	1118	0.95	0	0
BG_LTR_like_02300	Strict non-ONSEN TE background	214	0.95	0	0
BG_LTR_like_02301	Strict non-ONSEN TE background	1064	0.95	2	1.8796992481203
BG_LTR_like_02304	Strict non-ONSEN TE background	546	0.95	0	0
BG_LTR_like_02305	Strict non-ONSEN TE background	989	0.95	0	0
BG_LTR_like_02308	Strict non-ONSEN TE background	1526	0.95	0	0
BG_LTR_like_02309	Strict non-ONSEN TE background	1791	0.95	0	0
BG_LTR_like_02312	Strict non-ONSEN TE background	684	0.95	0	0
BG_LTR_like_02313	Strict non-ONSEN TE background	270	0.95	0	0
BG_LTR_like_02316	Strict non-ONSEN TE background	1315	0.95	1	0.760456273764259
BG_LTR_like_02317	Strict non-ONSEN TE background	1439	0.95	0	0
BG_LTR_like_02318	Strict non-ONSEN TE background	1389	0.95	1	0.719942404607631
BG_LTR_like_02319	Strict non-ONSEN TE background	1068	0.95	0	0
BG_LTR_like_02320	Strict non-ONSEN TE background	606	0.95	3	4.95049504950495
BG_LTR_like_02321	Strict non-ONSEN TE background	1011	0.95	0	0
BG_LTR_like_02322	Strict non-ONSEN TE background	606	0.95	1	1.65016501650165
BG_LTR_like_02323	Strict non-ONSEN TE background	1788	0.95	0	0
BG_LTR_like_02328	Strict non-ONSEN TE background	344	0.95	0	0
BG_LTR_like_02333	Strict non-ONSEN TE background	931	0.95	0	0
BG_LTR_like_02334	Strict non-ONSEN TE background	1579	0.95	0	0
BG_LTR_like_02335	Strict non-ONSEN TE background	1392	0.95	2	1.4367816091954
BG_LTR_like_02338	Strict non-ONSEN TE background	247	0.95	0	0
BG_LTR_like_02339	Strict non-ONSEN TE background	436	0.95	0	0
BG_LTR_like_02340	Strict non-ONSEN TE background	227	0.95	0	0
BG_LTR_like_02341	Strict non-ONSEN TE background	1573	0.95	2	1.27145581691036
BG_LTR_like_02342	Strict non-ONSEN TE background	1543	0.95	0	0
BG_LTR_like_02343	Strict non-ONSEN TE background	372	0.95	0	0
BG_LTR_like_02344	Strict non-ONSEN TE background	282	0.95	0	0
BG_LTR_like_02345	Strict non-ONSEN TE background	1608	0.95	0	0
BG_LTR_like_02346	Strict non-ONSEN TE background	631	0.95	0	0
BG_LTR_like_02347	Strict non-ONSEN TE background	281	0.95	0	0
BG_LTR_like_02348	Strict non-ONSEN TE background	1135	0.95	0	0
BG_LTR_like_02349	Strict non-ONSEN TE background	623	0.95	0	0
BG_LTR_like_02350	Strict non-ONSEN TE background	450	0.95	0	0
BG_LTR_like_02351	Strict non-ONSEN TE background	807	0.95	0	0
BG_LTR_like_02352	Strict non-ONSEN TE background	273	0.95	0	0
BG_LTR_like_02353	Strict non-ONSEN TE background	284	0.95	0	0
BG_LTR_like_02356	Strict non-ONSEN TE background	1948	0.95	0	0
BG_LTR_like_02357	Strict non-ONSEN TE background	1318	0.95	2	1.51745068285281
BG_LTR_like_02361	Strict non-ONSEN TE background	211	0.95	0	0
BG_LTR_like_02364	Strict non-ONSEN TE background	1210	0.95	0	0
BG_LTR_like_02365	Strict non-ONSEN TE background	1451	0.95	0	0
BG_LTR_like_02366	Strict non-ONSEN TE background	1094	0.95	0	0
BG_LTR_like_02367	Strict non-ONSEN TE background	421	0.95	0	0
BG_LTR_like_02372	Strict non-ONSEN TE background	599	0.95	0	0
BG_LTR_like_02373	Strict non-ONSEN TE background	1216	0.95	0	0
BG_LTR_like_02374	Strict non-ONSEN TE background	1991	0.95	1	0.502260170768458
BG_LTR_like_02375	Strict non-ONSEN TE background	505	0.95	0	0
BG_LTR_like_02376	Strict non-ONSEN TE background	592	0.95	0	0
BG_LTR_like_02377	Strict non-ONSEN TE background	1398	0.95	1	0.715307582260372
BG_LTR_like_02378	Strict non-ONSEN TE background	1635	0.95	1	0.611620795107034
BG_LTR_like_02397	Strict non-ONSEN TE background	409	0.95	0	0
BG_LTR_like_02398	Strict non-ONSEN TE background	405	0.95	0	0
BG_LTR_like_02399	Strict non-ONSEN TE background	1648	0.95	2	1.21359223300971
BG_LTR_like_02400	Strict non-ONSEN TE background	1544	0.95	0	0
BG_LTR_like_02401	Strict non-ONSEN TE background	597	0.95	0	0
BG_LTR_like_02402	Strict non-ONSEN TE background	380	0.95	0	0
BG_LTR_like_02405	Strict non-ONSEN TE background	1191	0.95	0	0
BG_LTR_like_02406	Strict non-ONSEN TE background	483	0.95	1	2.0703933747412
BG_LTR_like_02407	Strict non-ONSEN TE background	486	0.95	0	0
BG_LTR_like_02408	Strict non-ONSEN TE background	253	0.95	0	0
BG_LTR_like_02409	Strict non-ONSEN TE background	210	0.95	0	0
BG_LTR_like_02410	Strict non-ONSEN TE background	1130	0.95	0	0
BG_LTR_like_02411	Strict non-ONSEN TE background	870	0.95	1	1.14942528735632
BG_LTR_like_02412	Strict non-ONSEN TE background	798	0.95	0	0
BG_LTR_like_02413	Strict non-ONSEN TE background	461	0.95	0	0
BG_LTR_like_02414	Strict non-ONSEN TE background	485	0.95	1	2.06185567010309
BG_LTR_like_02415	Strict non-ONSEN TE background	241	0.95	0	0
BG_LTR_like_02416	Strict non-ONSEN TE background	1157	0.95	0	0
BG_LTR_like_02417	Strict non-ONSEN TE background	823	0.95	0	0
BG_LTR_like_02418	Strict non-ONSEN TE background	577	0.95	0	0
BG_LTR_like_02419	Strict non-ONSEN TE background	435	0.95	2	4.59770114942529
BG_LTR_like_02420	Strict non-ONSEN TE background	218	0.95	0	0
BG_LTR_like_02421	Strict non-ONSEN TE background	1690	0.95	0	0
BG_LTR_like_02422	Strict non-ONSEN TE background	506	0.95	0	0
BG_LTR_like_02425	Strict non-ONSEN TE background	369	0.95	0	0
BG_LTR_like_02426	Strict non-ONSEN TE background	1442	0.95	1	0.693481276005548
BG_LTR_like_02427	Strict non-ONSEN TE background	1686	0.95	0	0
BG_LTR_like_02428	Strict non-ONSEN TE background	1762	0.95	1	0.567536889897843
BG_LTR_like_02429	Strict non-ONSEN TE background	413	0.95	0	0
BG_LTR_like_02430	Strict non-ONSEN TE background	774	0.95	0	0
BG_LTR_like_02431	Strict non-ONSEN TE background	380	0.95	0	0
BG_LTR_like_02432	Strict non-ONSEN TE background	1191	0.95	0	0
BG_LTR_like_02433	Strict non-ONSEN TE background	483	0.95	1	2.0703933747412
BG_LTR_like_02434	Strict non-ONSEN TE background	486	0.95	0	0
BG_LTR_like_02435	Strict non-ONSEN TE background	253	0.95	0	0
BG_LTR_like_02436	Strict non-ONSEN TE background	210	0.95	0	0
BG_LTR_like_02437	Strict non-ONSEN TE background	1130	0.95	0	0
BG_LTR_like_02438	Strict non-ONSEN TE background	870	0.95	1	1.14942528735632
BG_LTR_like_02439	Strict non-ONSEN TE background	798	0.95	0	0
BG_LTR_like_02440	Strict non-ONSEN TE background	461	0.95	0	0
BG_LTR_like_02441	Strict non-ONSEN TE background	485	0.95	1	2.06185567010309
BG_LTR_like_02442	Strict non-ONSEN TE background	241	0.95	0	0
BG_LTR_like_02443	Strict non-ONSEN TE background	1157	0.95	0	0
BG_LTR_like_02444	Strict non-ONSEN TE background	823	0.95	0	0
BG_LTR_like_02445	Strict non-ONSEN TE background	577	0.95	0	0
BG_LTR_like_02446	Strict non-ONSEN TE background	435	0.95	2	4.59770114942529
BG_LTR_like_02447	Strict non-ONSEN TE background	218	0.95	0	0
BG_LTR_like_02448	Strict non-ONSEN TE background	1690	0.95	0	0
BG_LTR_like_02449	Strict non-ONSEN TE background	506	0.95	0	0
BG_LTR_like_02452	Strict non-ONSEN TE background	369	0.95	0	0
BG_LTR_like_02453	Strict non-ONSEN TE background	1442	0.95	1	0.693481276005548
BG_LTR_like_02454	Strict non-ONSEN TE background	1686	0.95	0	0
BG_LTR_like_02455	Strict non-ONSEN TE background	604	0.95	1	1.65562913907285
BG_LTR_like_02456	Strict non-ONSEN TE background	1733	0.95	0	0
BG_LTR_like_02459	Strict non-ONSEN TE background	421	0.95	0	0
BG_LTR_like_02460	Strict non-ONSEN TE background	1682	0.95	1	0.594530321046373
BG_LTR_like_02463	Strict non-ONSEN TE background	473	0.95	0	0
BG_LTR_like_02464	Strict non-ONSEN TE background	1341	0.95	0	0
BG_LTR_like_02465	Strict non-ONSEN TE background	245	0.95	0	0
BG_LTR_like_02466	Strict non-ONSEN TE background	1111	0.95	0	0
BG_LTR_like_02467	Strict non-ONSEN TE background	776	0.95	0	0
BG_LTR_like_02468	Strict non-ONSEN TE background	335	0.95	0	0
BG_LTR_like_02469	Strict non-ONSEN TE background	443	0.95	2	4.51467268623025
BG_LTR_like_02470	Strict non-ONSEN TE background	1612	0.95	0	0
BG_LTR_like_02471	Strict non-ONSEN TE background	506	0.95	0	0
BG_LTR_like_02472	Strict non-ONSEN TE background	211	0.95	0	0
BG_LTR_like_02473	Strict non-ONSEN TE background	1451	0.95	1	0.689179875947622
BG_LTR_like_02474	Strict non-ONSEN TE background	1692	0.95	0	0
BG_LTR_like_02475	Strict non-ONSEN TE background	1801	0.95	0	0
BG_LTR_like_02478	Strict non-ONSEN TE background	1423	0.95	0	0
BG_LTR_like_02479	Strict non-ONSEN TE background	1856	0.95	1	0.538793103448276
BG_LTR_like_02480	Strict non-ONSEN TE background	426	0.95	0	0
BG_LTR_like_02481	Strict non-ONSEN TE background	300	0.95	0	0
BG_LTR_like_02482	Strict non-ONSEN TE background	669	0.95	0	0
BG_LTR_like_02483	Strict non-ONSEN TE background	321	0.95	0	0
BG_LTR_like_02484	Strict non-ONSEN TE background	1525	0.95	0	0
BG_LTR_like_02485	Strict non-ONSEN TE background	874	0.95	0	0
BG_LTR_like_02486	Strict non-ONSEN TE background	1694	0.95	0	0
BG_LTR_like_02489	Strict non-ONSEN TE background	520	0.95	0	0
BG_LTR_like_02494	Strict non-ONSEN TE background	307	0.95	0	0
BG_LTR_like_02495	Strict non-ONSEN TE background	259	0.95	0	0
BG_LTR_like_02496	Strict non-ONSEN TE background	566	0.95	0	0
BG_LTR_like_02499	Strict non-ONSEN TE background	542	0.95	0	0
BG_LTR_like_02502	Strict non-ONSEN TE background	1448	0.95	0	0
BG_LTR_like_02503	Strict non-ONSEN TE background	407	0.95	0	0
BG_LTR_like_02507	Strict non-ONSEN TE background	1357	0.95	1	0.736919675755343
BG_LTR_like_02510	Strict non-ONSEN TE background	407	0.95	0	0
BG_LTR_like_02511	Strict non-ONSEN TE background	1978	0.95	0	0
BG_LTR_like_02514	Strict non-ONSEN TE background	1144	0.95	0	0
BG_LTR_like_02515	Strict non-ONSEN TE background	1912	0.95	2	1.04602510460251
BG_LTR_like_02516	Strict non-ONSEN TE background	294	0.95	0	0
BG_LTR_like_02517	Strict non-ONSEN TE background	219	0.95	0	0
BG_LTR_like_02520	Strict non-ONSEN TE background	1116	0.95	1	0.896057347670251
BG_LTR_like_02523	Strict non-ONSEN TE background	941	0.95	1	1.06269925611052
BG_LTR_like_02526	Strict non-ONSEN TE background	1115	0.95	1	0.896860986547085
BG_LTR_like_02527	Strict non-ONSEN TE background	1631	0.95	0	0
BG_LTR_like_02528	Strict non-ONSEN TE background	1194	0.95	0	0
BG_LTR_like_02529	Strict non-ONSEN TE background	1620	0.95	0	0
BG_LTR_like_02530	Strict non-ONSEN TE background	1086	0.95	1	0.920810313075506
BG_LTR_like_02531	Strict non-ONSEN TE background	1305	0.95	0	0
BG_LTR_like_02532	Strict non-ONSEN TE background	1659	0.95	0	0
BG_LTR_like_02535	Strict non-ONSEN TE background	625	0.95	0	0
BG_LTR_like_02536	Strict non-ONSEN TE background	926	0.95	0	0
BG_LTR_like_02539	Strict non-ONSEN TE background	254	0.95	0	0
BG_LTR_like_02540	Strict non-ONSEN TE background	1302	0.95	0	0
BG_LTR_like_02541	Strict non-ONSEN TE background	621	0.95	0	0
BG_LTR_like_02542	Strict non-ONSEN TE background	262	0.95	0	0
BG_LTR_like_02543	Strict non-ONSEN TE background	651	0.95	0	0
BG_LTR_like_02544	Strict non-ONSEN TE background	283	0.95	0	0
BG_LTR_like_02545	Strict non-ONSEN TE background	650	0.95	0	0
BG_LTR_like_02546	Strict non-ONSEN TE background	288	0.95	0	0
BG_LTR_like_02549	Strict non-ONSEN TE background	459	0.95	0	0
BG_LTR_like_02550	Strict non-ONSEN TE background	263	0.95	0	0
BG_LTR_like_02551	Strict non-ONSEN TE background	1650	0.95	3	1.81818181818182
BG_LTR_like_02552	Strict non-ONSEN TE background	1274	0.95	1	0.784929356357928
BG_LTR_like_02553	Strict non-ONSEN TE background	824	0.95	3	3.64077669902913
BG_LTR_like_02556	Strict non-ONSEN TE background	593	0.95	0	0
BG_LTR_like_02557	Strict non-ONSEN TE background	211	0.95	0	0
BG_LTR_like_02558	Strict non-ONSEN TE background	258	0.95	0	0
BG_LTR_like_02559	Strict non-ONSEN TE background	1810	0.95	0	0
BG_LTR_like_02560	Strict non-ONSEN TE background	1157	0.95	0	0
BG_LTR_like_02561	Strict non-ONSEN TE background	1215	0.95	2	1.64609053497942
BG_LTR_like_02565	Strict non-ONSEN TE background	1220	0.95	0	0
BG_LTR_like_02566	Strict non-ONSEN TE background	966	0.95	4	4.1407867494824
